# units Angstrom
# wavelengths in IN VACUUM
#
# This file contains most of the night sky OH lines.
# All the lines belonging to the sequence Delta V=2 to 5, up
# to V'=9 are included. All the levels with the rotational quantum
# number J lower than or equal to 16.5 have been considered.
#
# The different columns contain the following data :
#
# 1: Wavelengths in vacuum (Angstroms)
# 2: Theoretical intensity, in relative units proportional to the
# flux of photons. The absolute flux is arbitrary.
#
# These data have been computed by Philippe Rousselot (Observatory
# of Besancon, France). The computations are based on the energy levels
# published by Abrams et al., 1994 (Ap.J. Suppl. Seris 93, 351-395)
# and on the transition probabilities published by Mies, 1974 (J.
# of Mol. Spec. 53, 150-188). The upper relative populations have
# been computed by assuming a Boltzmann distribution with a rotational
# temperature equal to 190 K and a vibrational temperature equal to
# 9000 K. These values are approximate and the resulting relative
# intensities should be regarded as indicative. The accuracy of
# the wavelengths is of the order of a few hundredth of Angstroms.
#
# If you have any questions or comments concerning this list you
# can send an E-mail to philippe@obs-besancon.fr.
#
# If you use this list for your work and puslish it, please refer to:
# Rousselot et al., 2000, A & A, 354, 1134
#
# WDV: I have removed 6 duplicate entries at:
# 7552.034
# 7728.167
# 12999.953
# 13664.103
# 14864.397
# 15107.382
#
# OS: O2 and other unidentified lines were added from Oliva et al. (2015, A&A 581, A47),
# table 2, with original fluxes preserved.
# Lines that corresponded to the O2 lines marked in Figure 25 of Osterbrock et al. (1996, PASP, 108, 2770)
# were added from Hanuschik (2003, A&A 407, 1157) table 9, with wavelengths transformed from air/to/vacuum using
# Morton (2000, ApJS, 130, 403) eqn 8; and using original fluxes.
6138.239	1.258E-01
6138.265	1.258E-01
6138.466	3.361E-01
6138.502	3.361E-01
6139.309	6.483E-02
6139.357	6.483E-02
6140.558	3.457E-02
6140.562	3.457E-02
6140.666	1.545E-01
6140.702	1.545E-01
6140.892	1.950E-02
6140.944	1.950E-02
6141.146	6.512E-01
6141.184	6.512E-01
6145.068	2.726E-01
6145.081	2.726E-01
6145.347	4.521E-03
6145.392	4.521E-03
6145.467	7.466E-03
6145.493	7.466E-03
6146.163	8.145E-01
6146.192	8.145E-01
6152.619	2.768E-01
6152.637	2.768E-01
6152.639	7.586E-04
6152.669	7.586E-04
6153.035	1.274E-03
6153.100	1.274E-03
6162.759	1.071E-04
6162.765	1.071E-04
6163.317	1.724E-04
6163.428	1.724E-04
6171.228	2.292E-01
6171.242	2.292E-01
6172.342	2.059E+00
6172.350	2.059E+00
6175.691	1.085E-05
6175.718	1.085E-05
6175.891	5.932E-02
6175.913	5.932E-02
6176.359	1.688E-05
6176.525	1.688E-05
6177.982	7.466E-01
6178.009	7.466E-01
6183.553	3.207E-02
6183.570	3.207E-02
6186.091	2.605E-01
6186.147	2.605E-01
6191.474	9.496E-07
6191.540	9.496E-07
6192.212	1.278E-06
6192.440	1.278E-06
6194.109	9.087E-03
6194.111	9.087E-03
6194.624	4.440E-01
6194.677	4.440E-01
6196.773	6.301E-02
6196.869	6.301E-02
6204.404	1.525E+00
6204.468	1.525E+00
6207.472	3.814E-03
6207.494	3.814E-03
6210.110	1.572E-02
6210.149	5.780E-08
6210.253	1.572E-02
6210.263	5.780E-08
6210.927	8.561E-08
6211.226	8.561E-08
6214.764	5.536E-01
6214.790	5.536E-01
6223.431	1.561E+00
6223.553	1.561E+00
6223.625	1.219E-03
6223.681	1.219E-03
6226.159	2.305E-03
6226.357	2.305E-03
6231.766	2.614E-09
6231.933	2.614E-09
6232.564	3.802E-09
6232.938	3.802E-09
6237.731	4.329E-01
6237.748	4.329E-01
6242.577	0.000E+00
6242.672	0.000E+00
