  27951.4149   3576.615368   5.153   Ar     II     W
  27087.9796   3690.623869   3.906   Th     I      P
  26878.1606   3719.434728   4.607   Th     I      P
#  26807.002    3729.308136   3.433   Ar     II     W
  26745.4646   3737.888945   3.163   Ar     II     W
  26508.0267   3771.370827   4.259   Th     I      P
#  26243.0166   3809.456226   3.275   Ar     II     L
  25997.6861   3845.405511   2.941   Ar     II     L
  25962.7407   3850.581478   3.727   Ar     II     L
  25952.2693   3852.135168   3.175   Th     I      L
  25936.2783   3854.510257   2.812   Th     II     L
  25842.2953   3868.528624   3.508   Ar     II     L
  25806.9833   3873.822102   4.029   Th     I      L
  25663.9063   3895.419264   3.515   Th     I      L
  25526.3105   3916.417436   3.771   Th     I      L
  25478.2881   3923.7994     3.286   Th     I      L
  25465.829    3925.719162   3.603   Ar     II     L
  25440.2317   3929.669203   3.805   Th     II     L
  25421.6161   3932.546855   3.29    Ar     II     L
  25419.2603   3932.911332   3.552   Th     I      L
#  25306.7596   3950.395397   4.173   Th     I      L
  25249.8455   3959.299941   3.184   Th     I      L
  25198.3452   3967.392112   3.949   Th     I      L
  25168.1355   3972.154338   3.57    XX     0      L
  25153.4305   3974.476567   3.21    Ar     II     L
  25122.5897   3979.355779   3.281   Ar     II     L
  25052.4792   3990.492442   3.271   Th     I      L
  25042.6825   3992.053554   2.653   Ar     II     L
  24915.104    4012.495421   3.871   Th     I      L
  24873.9836   4019.128807   4.27    Th     II     L
#  24807.956    4029.826137   3.019   Th     I      L
#  24805.0847   4030.292633   3.094   XX     0      L
  24801.7013   4030.842436   4.129   Th     I      L
  24773.32     4035.460437   3.219   Ar     II     L
#  24769.7144   4036.047864   4.394   Th     I      L
#  24752.8063   4038.804857   2.578   Ar     II     L
  24727.7687   4042.894358   3.965   Ar     II     L
  24718.453    4044.418042   3.694   Ar     I      L
  24666.5951   4052.92101    4.033   Ar     II     L
  24602.9416   4063.407073   3.54    Th     I      L
  24529.9226   4075.503004   3.475   Th     I      L
  24523.1489   4076.628745   3.326   Ar     II     L
  24521.2566   4076.943344   3.126   Ar     II     L
  24488.5551   4082.38772    3.316   Ar     II     L
  24482.0713   4083.468911   3.414   Th     I      L
  24472.641    4085.042472   3.179   Th     II     L
  24470.2972   4085.433751   3.167   Th     I      L
  24463.7893   4086.520592   3.848   Th     II     L
  24448.1329   4089.137621   3.259   Th     I      L
  24414.6398   4094.747403   3.891   Th     II     L
  24396.7667   4097.747286   3.79    Th     I      L
  24381.3329   4100.341269   4.183   Th     I      L
  24290.0028   4115.758823   3.551   Th     I      L
  24284.3704   4116.713432   3.655   Th     II     L
  23998.4216   4165.766346   3.751   Th     I      L
  23970.993    4170.53309    3.847   Th     I      L
  23905.9331   4181.883406   3.768   Ar     I      L
  0            4208.890      0       XX     0      0
  23728.9928   4213.067117   3.483   Th     I      L
  23704.4412   4217.430828   3.252   Ar     II     L
  23689.6343   4220.066936   3.035   Th     I      L
  23675.2141   4222.637351   3.398   Ar     II     L
  23644.3027   4228.157937   3.978   Ar     II     L
  23638.7712   4229.147346   3.559   Th     I      L
  23631.6258   4230.426111   3.234   Th     I      L
  23603.5188   4235.463786   4.317   Th     I      L
  0            4257.496      0       XX     0      0
#  23432.9935   4266.286458   3.941   Ar     I      L
#  23431.6706   4266.527325   3.922   Ar     II     L
#  0            4312.997      0       XX     0      0
#  23167.0889   4315.254471   3.84    Th     I      L
  23093.9807   4328.915443   3.851   Th     I      L
  23077.3781   4332.029855   3.617   Ar     II     L
  23022.0345   4342.443971   3.788   Th     I      L
  22834.1416   4378.176824   4.112   Th     I      L
  22826.3714   4379.667209   4.249   Ar     II     L
  22814.9488   4381.859986   3.972   Th     II     L
  22798.3139   4385.057274   4.015   Ar     II     L
  22766.8846   4391.110881   4.137   Th     II     L
  22757.2285   4392.974102   3.481   Th     I      L
  22705.7873   4402.926798   4.043   Th     I      L
#  22646.3323   4414.486318   3.605   Th     I      L
  22634.2387   4416.845034   3.241   Th     I      L
  22561.952    4430.996494   3.873   Ar     II     L
  22547.492    4433.838218   3.76    Ar     II     L
  22518.9325   4439.461496   3.731   Ar     II     L
  22471.2607   4448.879769   3.916   Ar     II     L
  22452.6578   4452.565919   3.931   Th     I      L
  22425.2816   4458.001577   3.987   Th     I      L
  22412.4328   4460.557349   3.029   Ar     II     L
  22408.9979   4461.241078   3.708   Th     I      L
  22407.5585   4461.527666   3.734   Th     I      L
  22260.5991   4490.982155   3.439   Ar     II     L
  0            4493.333      0       XX     0      0
  22216.0731   4499.983224   3.741   Th     I      L
  22201.5491   4502.927116   3.343   Ar     II     L
  22190.2681   4505.216342   3.597   Th     I      L
  22141.6045   4515.118228   4.227   Th     I      L
  22015.414    4540.998918   3.833   Th     I      L
  21787.859    4588.426418   3.936   Th     I      L
  21767.7445   4592.66643    3.811   Th     I      L
  21738.8877   4598.762949   3.951   Ar     II     L
  21604.8328   4627.298084   3.174   Th     I      L
  21600.6138   4628.201884   3.419   Th     I      L
  21599.4977   4628.441048   3.32    Ar     I      L
  21551.8006   4638.684582   3.667   Th     I      L
  21438.4863   4663.202971   3.988   Th     I      L
  0            4673.660      0       XX     0      0
  21407.356    4669.984249   4.046   Th     I      L
  21333.305    4686.1947     4.199   Th     I      L
  21313.1682   4690.622309   3.755   Th     I      L
  21233.176    4708.29364    3.5     Th     I      L
  21126.5625   4732.054032   4.118   Ar     II     L
  0            4739.676      0       XX     0      0
  21036.0547   4752.414027   3.981   Th     II     L
  20973.4451   4766.601069   4.11    Th     I      L
  20886.1198   4786.530632   3.41    Th     I      L
  20883.4284   4787.147499   3.665   Th     I      L
  20873.6664   4789.386339   4.188   Th     I      L
  20856.8635   4793.24488    3.215   Th     I      L
  20845.2567   4795.913819   3.322   Th     I      L
  20785.8771   4809.614655   4.099   Th     I      L
  20693.3477   4831.120944   4.316   Th     I      L
  20691.307    4831.597425   3.871   Th     I      L
  20653.358    4840.475242   3.123   XX     0      L
  20651.7901   4840.84274    4.539   Th     I      L
  20619.7588   4848.362742   4.171   Th     I      L
  20610.9288   4850.439875   3.689   Th     II     L
  20600.6133   4852.868708   3.473   XX     0      L
  20491.4014   4878.733135   4.423   Th     I      L
  20481.026    4881.204677   3.543   Th     I      L
  20476.6671   4882.243739   3.166   Ar     II     L
  20452.7703   4887.948196   3.378   XX     1      L
  20432.6576   4892.759664   3.286   Th     I      L
  20429.7951   4893.445228   3.123   Th     I      L
  20360.2634   4910.156909   3.63    Th     I      L
  20350.4344   4912.528468   3.338   Th     II     L
  20320.2903   4919.816059   4.365   Th     II     L
  20282.0764   4929.085714   3.009   Th     I      L
  20265.1216   4933.209697   3.922   Ar     II     L
  20238.7347   4939.641603   4.139   Th     I      L
#  20224.7244   4943.063499   4.058   Th     I      L
  20210.0086   4946.662819   3.719   Th     II     L
  20193.8284   4950.626354   3.33    Th     II     L
  20073.9709   4980.185897   3.558   Th     I      L
  20064.7004   4982.486931   3.82    Th     I      L
  20053.0889   4985.372021   4.132   Th     I      L
  20037.2681   4989.308372   3.624   Th     I      L
  19986.039    5002.097356   4.55    Th     I      L
  19980.0422   5003.598696   3.227   Th     I      L
  19957.1617   5009.335298   3.971   Ar     II     L
  0            5017.160      0       XX     0      0
  19875.6013   5029.891591   3.661   Th     I      L
  19838.7674   5039.230522   4.311   Th     I      L
  19815.1048   5045.248316   3.603   Th     I      L
  19808.0559   5047.043744   3.964   Th     I      L
  19793.3865   5050.784272   3.995   Th     I      L
  19789.0597   5051.888619   3.573   Th     I      L
  19743.6239   5063.514632   3.419   Th     I      L
  19739.3861   5064.601734   4.121   Th     I      L
  19738.0487   5064.944882   4.162   Th     I      L
  19737.0856   5065.192056   3.913   Th     I      L
  19733.4104   5066.135402   3.525   Th     I      L
  19673.9522   5081.446377   3.312   Th     I      L
  19660.2256   5084.994251   3.101   Th     I      L
#  19615.8997   5096.484919   4.005   Th     I      L
  19609.9033   5098.043343   3.391   Th     II     L
  19544.7257   5115.044494   4.338   Th     I      L
  19493.4838   5128.490403   3.529   Th     I      L
  19469.7337   5134.746459   3.862   Th     I      L
  19459.3975   5137.473905   3.32    Th     I      L
  19430.7911   5145.037484   3.106   Th     II     L
  19429.7673   5145.30861    3.867   Ar     II     L
  19396.0917   5154.242014   4.216   Th     I      L
  19379.6882   5158.604754   4.606   Th     I      L
  19368.6694   5161.539521   3.792   Th     I      L
  19365.8694   5162.285814   3.744   Ar     I      L
  19361.4728   5163.458074   4.16    Th     I      L
  19317.0771   5175.325212   3.595   Th     I      L
  19245.93     5194.457234   3.776   Th     I      L
  19240.907    5195.813306   4.168   Th     I      L
  19189.529    5209.724726   3.75    Th     I      L
  19183.9839   5211.230608   4.402   Th     I      L
  19155.0209   5219.11026    4.085   Th     I      L
#  19050.8285   5247.654859   4.086   Th     II     L
  19005.7396   5260.104444   3.694   Th     I      L
  18981.9017   5266.710292   4.13    Th     I      L
  18891.8456   5291.81662    3.411   Th     I      L
  18868.7909   5298.282447   3.896   Th     I      L
#  18476.5268   5410.768418   4.073   Th     I      L
  18431.4296   5424.007403   3.832   Th     I      L
  18425.7551   5425.677824   3.594   Th     II     L
#  18407.3205   5431.111593   4.07    Th     I      L
  18337.9671   5451.65205    3.572   Ar     I      L
  18336.0614   5452.21866    4.043   Th     I      L
  18273.9222   5470.758744   3.666   Th     I      L
  18201.1114   5492.643935   3.993   Th     I      L
  18162.5634   5504.30159    4.017   Th     I      L
  18143.8027   5509.993104   4.099   Th     I      L
  18127.7477   5514.873106   4.028   Th     I      L
  18040.3758   5541.582669   3.154   Th     I      L
  18036.1188   5542.890641   3.793   Th     I      L
  18018.9372   5548.176013   4.181   Th     I      L
  17990.178    5557.045427   4.11    Th     I      L
  17980.9705   5559.891048   4.019   Th     I      L
#  17928.3679   5576.204181   3.877   Th     I      L
#  17918.2352   5579.357544   4.197   Th     I      L
  17867.9344   5595.064394   4.265   Th     I      L
  17847.0776   5601.603067   4.274   Th     I      L
  17837.8044   5604.515166   3.902   Th     II     L
  17818.2033   5610.680538   3.874   Th     I      L
  17813.7993   5612.067646   3.953   Th     I      L
  17726.3748   5639.746033   4.307   Th     II     L
#  17646.794    5665.179556   4.124   Th     I      L
#  17609.8878   5677.052542   3.929   Th     I      L
  17584.6743   5685.192577   3.619   Th     I      L
  17544.2425   5698.294609   3.265   Th     I      L
  17517.1644   5707.103137   4.119   Th     II     L
  17461.221    5725.388111   4.161   Th     I      L
  17418.2277   5739.520188   3.599   Ar     I      L
  17388.3294   5749.389072   3.811   Th     II     L
  17377.3342   5753.026927   4.205   Th     I      L
#  17345.6719   5763.528456   4.184   Th     I      L
#  17331.681    5768.181074   3.983   Th     I      L
